,fips,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income,state,county,tract,blockgroup
64,200910532012006,88963,540,235,235,36,73,235,440,75,440,235,235,0,20,091,053201,2
65,201030712034036,26170,2232,817,585,144,757,817,1235,201,1335,585,817,232,20,103,071203,4
66,200910533021008,62536,2160,694,694,85,754,694,1332,145,1332,694,694,0,20,091,053302,1
67,200450010012037,10204,541,241,159,393,80,241,305,20,473,159,241,82,20,045,001001,2
68,200910534104005,47984,1746,532,516,45,665,532,995,86,1004,516,532,16,20,091,053410,4
69,290950089002031,12561,1485,664,346,192,390,664,717,38,839,346,664,318,29,095,008900,2
70,201030714003040,22598,1437,432,412,104,418,432,783,75,815,412,432,20,20,103,071400,3
71,201770026021056,25856,2306,1114,700,118,311,1114,1700,387,1956,700,1114,414,20,177,002602,1
72,290470220001052,22986,1374,653,355,81,313,653,955,163,1013,355,653,298,29,047,022000,1
73,202090448042038,31224,839,284,269,63,175,284,426,37,458,269,284,15,20,209,044804,2
74,200599543002026,27728,1324,649,371,90,267,649,847,108,938,371,649,278,20,059,954300,2
75,201030711021086,19762,943,346,241,87,111,346,933,565,963,241,346,105,20,103,071102,1
76,200039536003011,16437,664,312,286,19,58,312,670,96,683,286,312,26,20,003,953600,3
77,290950146011022,28595,1638,852,626,41,232,852,1222,283,1369,626,852,226,29,095,014601,1
78,290950114061003,19658,1746,551,506,206,381,551,980,109,1027,506,551,45,29,095,011406,1
79,202090404001031,15745,1233,482,399,71,99,482,746,88,802,399,482,83,20,209,040400,1
80,290950159001038,38634,488,385,224,60,15,385,415,38,527,224,385,161,29,095,015900,1
81,202090441032043,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350,20,209,044103,2
82,202090448052000,26966,575,237,209,42,101,237,412,57,435,209,237,28,20,209,044805,2
83,482139505001027,25200,1299,417,289,30,469,417,530,41,687,289,417,128,48,213,950500,1
84,200910526012023,47996,1134,353,327,83,321,353,674,21,706,327,353,26,20,091,052601,2
85,290950158001080,55852,426,347,101,16,0,347,158,9,381,101,347,246,29,095,015800,1
86,310550063032019,14287,1827,524,346,87,524,524,894,101,993,346,524,178,31,055,006303,2
87,271310704002036,23759,1308,449,395,53,360,449,729,86,778,395,449,54,27,131,070400,2
88,290950119001005,22914,766,382,233,84,49,382,504,91,534,233,382,149,29,095,011900,1
89,201339519003066,20148,1413,686,559,20,352,686,968,153,1019,559,686,127,20,133,951900,3
90,290959808021026,,0,0,0,0,0,0,0,0,0,0,0,0,29,095,980802,1
91,290950134072003,45454,1388,699,484,28,162,699,1067,220,1067,484,699,215,29,095,013407,2
92,200450014001007,39941,2023,735,680,48,478,735,1417,176,1436,680,735,55,20,045,001400,1
93,200450001002005,18590,1216,486,372,0,336,486,564,94,715,372,486,114,20,045,000100,2
94,201030709002115,28699,1270,456,434,93,225,456,990,214,1068,434,456,22,20,103,070900,2
95,200450012022104,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340,20,045,001202,2
96,290950009004001,14752,630,289,112,22,86,289,467,73,514,112,289,177,29,095,000900,4
97,290950102031027,20623,1829,653,492,153,288,653,938,168,1024,492,653,161,29,095,010203,1
98,290950139162004,32331,3721,1307,1208,165,1056,1307,1935,187,2202,1208,1307,99,29,095,013916,2
99,261635411002005,9116,894,198,123,32,211,198,436,102,503,123,198,75,26,163,541100,2
100,290950143003020,30007,1101,368,341,52,344,368,670,52,788,341,368,27,29,095,014300,3
101,310219633001190,25261,1580,615,498,110,438,615,981,130,1036,498,615,117,31,021,963300,1
102,201030718003006,23323,1234,503,328,22,354,503,588,84,903,328,503,175,20,103,071800,3
103,202090440031017,23580,871,365,340,69,71,365,635,119,702,340,365,25,20,209,044003,1
104,200910505002001,19736,643,268,221,129,134,268,396,81,429,221,268,47,20,091,050500,2
105,290950075003004,17277,536,211,110,129,59,211,314,12,364,110,211,101,29,095,007500,3
106,200450006031074,31513,2717,1285,762,73,412,1285,1496,180,1837,762,1285,523,20,045,000603,1
107,290950143002016,23931,2115,1006,478,147,459,1006,1290,124,1452,478,1006,528,29,095,014300,2
108,171239613001212,29441,1101,520,429,111,204,520,781,120,816,429,520,91,17,123,961300,1
109,320030054233007,22909,1346,646,218,40,99,646,1110,231,1180,218,646,428,32,003,005423,3
110,290470206021010,24139,702,316,226,19,86,316,433,66,540,226,316,90,29,047,020602,1
111,200999502002084,17840,1565,725,407,206,369,725,852,106,937,407,725,318,20,099,950200,2
112,290470221003014,40886,1015,729,75,52,63,729,477,186,796,75,729,654,29,047,022100,3
113,290470211014007,23521,443,225,172,67,61,225,307,61,317,172,225,53,29,047,021101,4
114,172010005045005,38727,1351,536,536,13,315,536,862,164,965,536,536,0,17,201,000504,5
115,202090426002018,20944,176,93,72,0,0,93,149,17,176,72,93,21,20,209,042600,2
116,290470209021015,23470,1434,579,459,23,399,579,823,123,930,459,579,120,29,047,020902,1
117,200119558001136,27990,1267,556,500,71,249,556,1026,196,1081,500,556,56,20,011,955800,1
118,290510107011040,37424,3260,1249,692,188,765,1249,1974,273,2202,692,1249,557,29,051,010701,1
119,290370610021089,23861,4291,1537,1055,223,1210,1537,2229,431,2579,1055,1537,482,29,037,061002,1
120,291650302101000,31408,1582,487,411,22,601,487,818,111,854,411,487,76,29,165,030210,1
121,201959558003191,17144,711,318,232,22,91,318,599,117,629,232,318,86,20,195,955800,3
122,290370610011116,29959,2900,1149,1101,152,499,1149,2102,348,2179,1101,1149,48,29,037,061001,1
123,291892183001001,34851,959,454,286,116,259,454,595,47,635,286,454,168,29,189,218300,1
124,290950155002211,21426,564,336,143,47,39,336,369,94,418,143,336,193,29,095,015500,2
125,290370607002065,25334,772,280,271,59,145,280,550,76,580,271,280,9,29,037,060700,2
126,290950052001011,13534,531,297,155,0,95,297,309,12,325,155,297,142,29,095,005200,1
127,290970101002004,28857,598,185,109,71,183,185,310,60,320,109,185,76,29,097,010100,2
128,200910527002065,30833,2350,823,566,182,544,823,1421,181,1480,566,823,257,20,091,052700,2
129,280330706302069,32939,5026,1797,1680,251,1278,1797,3151,260,3374,1680,1797,117,28,033,070630,2
130,480291218032004,26592,797,259,204,63,134,259,466,141,506,204,259,55,48,029,121803,2
131,291854803001249,19799,1726,727,693,74,302,727,1234,260,1275,693,727,34,29,185,480300,1
132,290370614001042,19820,2050,791,592,38,604,791,1216,214,1398,592,791,199,29,037,061400,1
133,290210027002148,22232,2069,751,618,127,529,751,1258,168,1336,618,751,133,29,021,002700,2
134,291650303055016,47026,1258,395,315,73,369,395,718,112,765,315,395,80,29,165,030305,5
135,290950137031013,20417,2200,1100,497,100,494,1100,1354,249,1476,497,1100,603,29,095,013703,1
136,290130703001046,16238,991,400,256,65,215,400,540,137,643,256,400,144,29,013,070300,1
137,291650300013013,39083,1498,602,541,40,318,602,1050,139,1105,541,602,61,29,165,030001,3
138,290299504001064,22812,2255,888,711,66,439,888,1475,192,1622,711,888,177,29,029,950400,1
139,201579781002226,28753,543,276,248,15,74,276,444,57,456,248,276,28,20,157,978100,2
140,290370606003059,21115,1245,497,318,130,317,497,873,119,998,318,497,179,29,037,060600,3
141,311090015003024,22833,1450,684,389,62,322,684,1059,55,1220,389,684,295,31,109,001500,3
142,201730066001000,19167,817,354,46,61,251,354,305,33,349,46,354,308,20,173,006600,1
143,291650303071129,,20,10,0,0,0,10,20,0,20,0,10,10,29,165,030307,1
144,200599545005048,17550,678,233,186,25,174,233,375,54,398,186,233,47,20,059,954500,5
145,290950021001028,9699,597,213,153,24,212,213,281,58,322,153,213,60,29,095,002100,1
146,290119602004079,18645,1414,567,485,54,337,567,918,156,991,485,567,82,29,011,960200,4
147,290950142043037,22300,3905,1331,593,151,1140,1331,1864,151,2287,593,1331,738,29,095,014204,3
148,551079601002163,23155,738,349,330,18,142,349,575,89,580,330,349,19,55,107,960100,2
149,490399721006147,17338,1702,512,391,175,488,512,892,102,972,391,512,121,49,039,972100,6
150,290950135021049,27640,2443,864,800,141,559,864,1502,233,1596,800,864,64,29,095,013502,1
151,080590102081017,27652,1207,475,402,15,206,475,777,110,943,402,475,73,08,059,010208,1
152,201079551004231,23182,1576,748,629,58,234,748,1224,185,1235,629,748,119,20,107,955100,4
153,290470213101043,29591,2389,829,770,36,763,829,1225,120,1570,770,829,59,29,047,021310,1
154,201079552004018,16852,792,363,219,15,177,363,483,87,584,219,363,144,20,107,955200,4
155,290950140051028,25889,1951,640,475,136,595,640,1079,95,1186,475,640,165,29,095,014005,1
156,320030029502000,19488,1211,431,196,77,385,431,679,80,765,196,431,235,32,003,002950,2
157,390250411034008,25061,1337,558,353,34,228,558,744,85,912,353,558,205,39,025,041103,4
158,290770038004047,55482,2394,931,885,98,668,931,1707,183,1736,885,931,46,29,077,003800,4
159,060133760002004,11418,1715,525,296,99,488,525,821,15,908,296,525,229,06,013,376000,2
160,290950007001012,10761,1295,343,167,186,318,343,514,16,701,167,343,176,29,095,000700,1
161,170898530063015,21024,1203,390,357,157,233,390,676,125,722,357,390,33,17,089,853006,3
162,201770016012017,78046,748,402,385,49,32,402,660,107,668,385,402,17,20,177,001601,2
163,200219585001015,23672,944,455,360,25,109,455,706,133,737,360,455,95,20,021,958500,1
164,200910528023008,35092,1217,444,444,36,253,444,691,102,879,444,444,0,20,091,052802,3
169,290370611002058,32409,892,344,307,73,134,344,588,100,619,307,344,37,29,037,061100,2
170,291414705002043,17506,711,375,279,5,91,375,997,205,1051,279,375,96,29,141,470500,2
171,171978832141045,24922,2793,1045,1013,144,734,1045,1609,238,1850,1013,1045,32,17,197,883214,1
172,202090438021008,22419,427,130,130,36,145,130,203,44,242,130,130,0,20,209,043802,1
173,200450012031036,24886,1833,683,477,73,449,683,1101,110,1255,477,683,206,20,045,001203,1
174,290190010022014,26470,2361,863,645,52,604,863,1284,207,1377,645,863,218,29,019,001002,2
175,202090440012015,21087,1184,477,325,39,267,477,807,97,885,325,477,152,20,209,044001,2
178,050554804002047,19044,1181,532,346,38,193,532,1058,240,1116,346,532,186,05,055,480400,2
179,290950111003032,19927,1345,611,298,63,234,611,818,158,949,298,611,313,29,095,011100,3
180,120570101062001,26169,2147,702,649,107,499,702,1252,233,1365,649,702,53,12,057,010106,2
181,050070214041023,17633,1521,524,416,43,353,524,948,146,1005,416,524,108,05,007,021404,1
182,220190005003008,29035,773,401,305,0,108,401,617,91,650,305,401,96,22,019,000500,3
183,290950011001013,31453,676,631,33,20,0,631,417,21,592,33,631,598,29,095,001100,1
184,061010507023012,39868,941,364,324,102,206,364,616,104,642,324,364,40,06,101,050702,3
185,290950110003007,14320,617,292,113,18,97,292,358,43,385,113,292,179,29,095,011000,3
186,290370603022014,21568,1480,693,496,99,238,693,987,303,1061,496,693,197,29,037,060302,2
187,080679708002007,40317,1238,519,245,15,85,519,749,100,928,245,519,274,08,067,970800,2
188,170317110001009,24040,1034,397,197,64,161,397,683,84,709,197,397,200,17,031,711000,1
189,121079504001017,18057,1097,482,362,10,165,482,688,98,735,362,482,120,12,107,950400,1
190,291070902002060,19515,1019,500,278,23,208,500,759,111,775,278,500,222,29,107,090200,2
191,290950152001141,36707,1353,987,194,26,80,987,889,62,1327,194,987,793,29,095,015200,1
192,291650306005053,29951,1046,422,400,24,171,422,773,82,834,400,422,22,29,165,030600,5
193,191530113004057,45868,4048,1465,1312,115,1249,1465,2573,208,2720,1312,1465,153,19,153,011300,4
194,291770803002096,23168,2446,904,814,92,639,904,1421,300,1542,814,904,90,29,177,080300,2
195,291450201001036,20003,578,245,199,24,122,245,375,103,424,199,245,46,29,145,020100,1
196,201170901861034,23338,624,274,220,47,114,274,437,35,451,220,274,54,20,117,090186,1
197,291650300022026,18257,2006,996,78,75,368,996,1118,117,1345,78,996,918,29,165,030002,2
198,050574801003120,22598,1054,438,369,64,176,438,704,113,724,369,438,69,05,057,480100,3
199,290130702002315,19311,1570,569,446,82,434,569,947,141,1025,446,569,123,29,013,070200,2
200,201730092002069,34050,1226,504,450,45,229,504,899,199,950,450,504,54,20,173,009200,2
201,400370210003001,13169,1635,595,407,102,395,595,902,111,990,407,595,188,40,037,021000,3
202,290470214011026,13336,769,360,258,448,182,360,496,54,566,258,360,102,29,047,021401,1
203,320030014024001,17828,768,163,110,0,211,163,310,23,451,110,163,53,32,003,001402,4
204,290499603002020,18748,1028,460,261,68,299,460,597,114,667,261,460,199,29,049,960300,2
205,120810007052007,8023,2646,614,108,291,946,614,749,0,937,108,614,506,12,081,000705,2
206,290839506004007,20216,1518,569,402,24,261,569,911,131,974,402,569,167,29,083,950600,4
207,290950142041015,50805,1950,730,701,192,433,730,1382,144,1423,701,730,29,29,095,014204,1
208,291833111142067,33966,2451,877,811,156,646,877,1549,212,1578,811,877,66,29,183,311114,2
209,291474704002079,18063,1442,691,242,94,69,691,637,79,790,242,691,449,29,147,470400,2
210,200850828002122,20341,2335,901,659,110,722,901,1276,155,1389,659,901,242,20,085,082800,2
211,201079552002063,23102,1155,546,479,58,206,546,824,64,887,479,546,67,20,107,955200,2
212,481210216132015,28541,835,317,258,33,209,317,413,26,582,258,317,59,48,121,021613,2
213,290299507002022,20259,1407,638,537,42,242,638,1096,231,1096,537,638,101,29,029,950700,2
214,200050818001016,31044,774,325,245,22,99,325,491,86,583,245,325,80,20,005,081800,1
215,060650497002005,40657,3595,969,949,430,1009,969,1885,221,2034,949,969,20,06,065,049700,2
216,201854707001189,22567,1085,408,305,102,259,408,644,58,677,305,408,103,20,185,470700,1
217,170010104001051,21369,1459,515,463,78,413,515,820,136,888,463,515,52,17,001,010400,1
218,191751904001008,24368,668,328,235,194,89,328,606,95,606,235,328,93,19,175,190400,1
219,201079551001064,25709,918,384,372,27,158,384,556,85,586,372,384,12,20,107,955100,1
220,200870203002061,23536,1100,465,342,64,245,465,706,79,739,342,465,123,20,087,020300,2
221,201459702004054,12128,1186,491,416,672,93,491,1564,409,1745,416,491,75,20,145,970200,4
222,290190017011077,25160,926,373,323,110,230,373,586,60,624,323,373,50,29,019,001701,1
223,201730098021026,29454,1711,522,492,156,486,522,881,182,1030,492,522,30,20,173,009802,1
224,160010023021002,23174,1138,509,379,122,181,509,693,69,836,379,509,130,16,001,002302,1
225,290499604002004,23619,1568,601,471,130,461,601,935,124,1014,471,601,130,29,049,960400,2
226,291892167004005,22508,882,499,215,71,104,499,936,145,955,215,499,284,29,189,216700,4
227,291892179313012,32025,1362,504,504,93,447,504,881,85,881,504,504,0,29,189,217931,3
228,150030109032007,22918,1950,618,213,192,455,618,1098,192,1225,213,618,405,15,003,010903,2
229,311299600003016,21997,546,242,216,15,108,242,380,40,409,216,242,26,31,129,960000,3
230,060650312002012,20841,744,275,198,65,183,275,429,52,479,198,275,77,06,065,031200,2
231,130890238011010,32211,938,419,380,19,144,419,662,159,723,380,419,39,13,089,023801,1
232,200530866002104,21755,1190,492,445,77,229,492,788,147,866,445,492,47,20,053,086600,2
233,291833117221021,23537,2413,834,684,190,681,834,1405,107,1492,684,834,150,29,183,311722,1
234,290398703004021,17117,1064,518,336,77,188,518,708,83,737,336,518,182,29,039,870300,4
235,310550050001006,19772,839,358,110,29,266,358,374,50,472,110,358,248,31,055,005000,1
236,290130702003067,19106,825,315,288,78,216,315,547,66,557,288,315,27,29,013,070200,3
237,290910908002067,24115,1111,510,376,31,86,510,1163,171,1163,376,510,134,29,091,090800,2
238,200599545002079,26579,985,399,348,72,177,399,703,115,740,348,399,51,20,059,954500,2
239,201730068002002,11061,1477,755,54,93,431,755,541,130,795,54,755,701,20,173,006800,2
240,290950072001014,108929,734,308,300,23,128,308,526,22,544,300,308,8,29,095,007200,1
241,401091081063029,66192,2288,786,774,135,615,786,1516,188,1560,774,786,12,40,109,108106,3
242,290950155002091,21426,564,336,143,47,39,336,369,94,418,143,336,193,29,095,015500,2
243,290430202023036,29380,1433,617,600,59,221,617,1113,255,1127,600,617,17,29,043,020202,3
244,201770033022021,31883,2510,934,898,246,657,934,1691,224,1761,898,934,36,20,177,003302,2
245,202070966001608,24963,1707,823,617,86,212,823,1240,291,1297,617,823,206,20,207,096600,1
246,060376012122004,13391,3389,1060,170,192,1015,1060,1661,104,1924,170,1060,890,06,037,601212,2
247,191550313001003,17944,1436,538,325,146,309,538,710,97,817,325,538,213,19,155,031300,1
248,290950140071102,25710,3128,1276,670,139,765,1276,1764,252,2001,670,1276,606,29,095,014007,1
249,200050816005122,19515,827,346,329,55,206,346,552,55,552,329,346,17,20,005,081600,5
250,510872001221007,35965,1463,506,487,51,376,506,950,90,957,487,506,19,51,087,200122,1
251,201690011002035,29149,1059,353,344,74,234,353,667,94,715,344,353,9,20,169,001100,2
252,310550074491031,36348,1273,558,363,32,236,558,985,142,985,363,558,195,31,055,007449,1
253,290470217023010,15593,799,348,163,36,190,348,448,86,510,163,348,185,29,047,021702,3
254,420770023013019,41734,814,346,315,89,109,346,646,92,646,315,346,31,42,077,002301,3
255,290259502006026,20465,578,235,171,31,165,235,308,80,347,171,235,64,29,025,950200,6
256,290190018032037,34776,966,437,385,26,195,437,699,78,744,385,437,52,29,019,001803,2
257,200050816002044,19311,702,282,232,19,191,282,403,40,465,232,282,50,20,005,081600,2
258,290470213072000,35152,3668,1417,1101,141,1106,1417,2033,164,2241,1101,1417,316,29,047,021307,2
259,290950152001187,36707,1353,987,194,26,80,987,889,62,1327,194,987,793,29,095,015200,1
260,290210018003018,18902,799,316,248,21,149,316,441,74,484,248,316,68,29,021,001800,3
261,291094705004013,16175,510,237,159,3,151,237,304,66,341,159,237,78,29,109,470500,4
262,200379575001106,14952,467,342,94,12,12,342,316,123,365,94,342,248,20,037,957500,1
263,290950181002003,31673,1430,465,435,113,414,465,836,208,888,435,465,30,29,095,018100,2
264,401430023011066,22301,1018,508,140,146,117,508,594,47,640,140,508,368,40,143,002301,1
265,201770030011000,19368,1507,674,431,67,340,674,939,174,1003,431,674,243,20,177,003001,1
266,050850206002057,26605,732,302,248,19,140,302,533,70,547,248,302,54,05,085,020600,2
267,201730010002015,12798,1686,606,334,149,613,606,679,47,825,334,606,272,20,173,001000,2
268,290499601003037,16123,976,334,154,24,283,334,452,101,528,154,334,180,29,049,960100,3
269,290470213063013,27475,2204,741,741,47,786,741,1272,118,1388,741,741,0,29,047,021306,3
270,371470003024002,36379,2272,913,784,139,414,913,1448,279,1570,784,913,129,37,147,000302,4
271,290370612001046,25741,1004,436,349,41,121,436,666,158,734,349,436,87,29,037,061200,1
272,191690009003010,22273,656,296,178,32,145,296,403,63,453,178,296,118,19,169,000900,3
273,201390104002094,20199,1833,720,566,74,409,720,1164,221,1262,566,720,154,20,139,010400,2
274,290770041032020,33028,3928,1397,1240,181,1136,1397,2241,190,2412,1240,1397,157,29,077,004103,2
275,530330324021000,36636,1706,556,556,183,480,556,990,80,1069,556,556,0,53,033,032402,1
276,401091083045021,21101,999,432,242,38,231,432,571,117,719,242,432,190,40,109,108304,5
277,201770036042030,41961,2747,988,848,197,764,988,1973,293,2027,848,988,140,20,177,003604,2
278,201730034002001,18879,774,324,239,54,153,324,494,112,511,239,324,85,20,173,003400,2
279,290190015031034,19396,749,287,213,0,263,287,405,0,473,213,287,74,29,019,001503,1
280,201770009002022,14526,884,371,265,52,177,371,474,69,603,265,371,106,20,177,000900,2
281,170310801005014,136824,1207,840,529,0,20,840,965,93,1113,529,840,311,17,031,080100,5
282,201730054002011,26054,596,483,299,29,0,483,567,69,567,299,483,184,20,173,005400,2
283,201919621001050,21028,1196,528,307,13,317,528,796,266,810,307,528,221,20,191,962100,1
284,060375760012008,50419,2266,1267,243,29,130,1267,1492,176,1945,243,1267,1024,06,037,576001,2
285,200134807003034,16181,1413,573,337,16,419,573,842,64,976,337,573,236,20,013,480700,3
286,371830528082045,28345,2245,933,697,56,509,933,1436,202,1535,697,933,236,37,183,052808,2
287,201579783001126,16745,931,439,348,34,207,439,605,99,647,348,439,91,20,157,978300,1
288,201770041001036,21839,1106,587,256,35,91,587,960,132,1101,256,587,331,20,177,004100,1
289,291070904006075,26011,1411,595,535,82,329,595,959,42,992,535,595,60,29,107,090400,6
290,290950134085031,34328,923,532,474,37,64,532,751,80,817,474,532,58,29,095,013408,5
291,290770044004050,20126,2164,810,620,229,315,810,1591,226,1732,620,810,190,29,077,004400,4
292,040131072012002,6965,2208,692,89,92,951,692,787,19,1054,89,692,603,04,013,107201,2
293,481576706014019,28699,1800,605,550,43,235,605,940,185,1229,550,605,55,48,157,670601,4
294,295101232002021,38419,549,349,102,0,21,349,429,76,469,102,349,247,29,510,123200,2
295,180571111022009,30297,2448,918,617,164,545,918,1322,132,1528,617,918,301,18,057,111102,2
296,401430058055000,24482,980,343,300,64,283,343,523,52,606,300,343,43,40,143,005805,5
297,131210021001031,15516,3252,1027,237,569,471,1027,2173,368,2474,237,1027,790,13,121,002100,1
298,311090030013064,21669,3371,1095,863,167,987,1095,1422,170,1798,863,1095,232,31,109,003001,3
299,121030251112003,29482,697,588,342,0,0,588,772,211,772,342,588,246,12,103,025111,2
300,200119557001026,21954,1452,623,533,51,327,623,987,173,1060,533,623,90,20,011,955700,1
301,291070906012021,25958,866,329,290,71,180,329,551,63,623,290,329,39,29,107,090601,2
302,270530216011000,37165,979,365,336,25,235,365,686,105,702,336,365,29,27,053,021601,1
303,481059501001656,30608,747,294,105,52,180,294,339,65,427,105,294,189,48,105,950100,1
304,060590760004001,31471,2083,686,455,117,400,686,1152,113,1260,455,686,231,06,059,076000,4
305,201550008003062,13267,633,302,223,38,188,302,320,70,364,223,302,79,20,155,000800,3
306,201770008002020,16756,1081,488,391,9,174,488,691,117,758,391,488,97,20,177,000800,2
307,200119556002063,15064,1041,340,314,117,316,340,575,63,587,314,340,26,20,011,955600,2
308,120860059022001,16242,1031,393,245,45,111,393,798,12,920,245,393,148,12,086,005902,2
309,291070906021050,25020,1506,493,493,35,417,493,949,131,993,493,493,0,29,107,090602,1
310,401539534002088,32309,487,269,150,18,61,269,289,7,340,150,269,119,40,153,953400,2
311,201730030002005,12326,817,326,89,0,190,326,403,57,451,89,326,237,20,173,003000,2
312,060379012091525,26311,1407,529,439,42,217,529,1036,111,1058,439,529,90,06,037,901209,1
313,401430001001059,12063,2340,812,346,82,673,812,1192,146,1401,346,812,466,40,143,000100,1
314,291650306003072,25072,1206,444,397,74,259,444,771,128,796,397,444,47,29,165,030600,3
315,480291316154012,19991,1169,467,272,69,285,467,622,160,730,272,467,195,48,029,131615,4
316,291650305003011,21463,556,246,144,23,150,246,469,91,515,144,246,102,29,165,030500,3
317,483239503002004,23455,1342,467,281,59,346,467,787,97,858,281,467,186,48,323,950300,2
318,482015213001001,13371,1576,418,325,147,411,418,657,54,772,325,418,93,48,201,521300,1
319,170312519002024,21280,981,396,191,76,133,396,669,45,691,191,396,205,17,031,251900,2
320,280590401023002,18608,1119,361,246,54,157,361,716,303,791,246,361,115,28,059,040102,3
321,390610078002002,14677,1057,471,221,96,239,471,644,93,698,221,471,250,39,061,007800,2
322,170314208001009,14786,1175,423,103,157,199,423,661,68,707,103,423,320,17,031,420800,1
323,040250018022022,61562,2033,1060,724,95,293,1060,1636,382,1686,724,1060,336,04,025,001802,2
324,200599545003114,26547,957,396,339,45,220,396,574,117,633,339,396,57,20,059,954500,3
325,291019602002009,23083,963,370,311,18,233,370,605,54,681,311,370,59,29,101,960200,2
326,371590512022023,29147,1948,718,643,146,461,718,1345,244,1370,643,718,75,37,159,051202,2
327,371190057061004,21809,1490,612,549,0,287,612,898,132,1047,549,612,63,37,119,005706,1
328,200450004002006,4705,555,249,0,2808,160,249,324,170,585,0,249,249,20,045,000400,2
329,201974831002124,27467,932,319,284,37,288,319,512,111,590,284,319,35,20,197,483100,2
330,170318184022002,36872,660,339,328,11,117,339,492,71,522,328,339,11,17,031,818402,2
331,290997014041030,24217,2220,925,855,178,396,925,1816,308,1910,855,925,70,29,099,701404,1
332,292179502001589,15059,938,368,268,51,251,368,533,68,629,268,368,100,29,217,950200,1
333,290154603003066,14633,1076,592,372,94,147,592,916,125,942,372,592,220,29,015,460300,3
334,483090030002000,23657,1413,938,215,32,131,938,1195,189,1333,215,938,723,48,309,003000,2
335,291892164002010,76499,1043,416,310,49,243,416,676,52,747,310,416,106,29,189,216400,2
336,201730108021000,28453,1875,887,368,135,415,887,859,73,1135,368,887,519,20,173,010802,1
337,201474752001364,26486,798,353,240,43,136,353,523,95,560,240,353,113,20,147,475200,1
338,200739658002219,20907,1190,540,419,42,203,540,869,118,894,419,540,121,20,073,965800,2
339,201730073011001,69135,1574,523,523,63,528,523,984,70,1019,523,523,0,20,173,007301,1
340,080899685002009,30909,590,272,224,45,72,272,398,90,453,224,272,48,08,089,968500,2
341,120570012002024,11079,1427,523,175,82,524,523,562,44,768,175,523,348,12,057,001200,2
342,360050395004003,12772,400,139,32,9,33,139,226,0,321,32,139,107,36,005,039500,4
343,200150202031051,36676,1510,504,471,124,419,504,928,116,970,471,504,33,20,015,020203,1
344,201730083001015,28777,1993,823,719,161,273,823,1396,275,1426,719,823,104,20,173,008300,1
345,481130111033011,15418,1391,449,390,102,205,449,857,79,935,390,449,59,48,113,011103,3
346,290210016003016,23906,698,323,309,26,146,323,427,103,509,309,323,14,29,021,001600,3
347,290470213031019,26341,1660,526,457,123,490,526,831,101,944,457,526,69,29,047,021303,1
348,360610171002000,77637,2136,969,296,15,300,969,1241,8,1694,296,969,673,36,061,017100,2
349,211110126045007,25537,844,373,301,25,123,373,544,75,613,301,373,72,21,111,012604,5
350,201610008014006,10485,1123,462,76,99,114,462,321,99,368,76,462,386,20,161,000801,4
351,400013767004014,13173,477,236,116,43,70,236,408,60,417,116,236,120,40,001,376700,4
352,190430706002021,20556,1276,488,420,58,351,488,684,100,830,420,488,68,19,043,070600,2
353,290950145022023,31404,2456,1093,736,97,581,1093,1552,256,1719,736,1093,357,29,095,014502,2
357,270677808002031,15310,1255,589,338,94,233,589,581,31,676,338,589,251,27,067,780800,2
358,291754903005072,11151,668,350,84,43,165,350,341,31,426,84,350,266,29,175,490300,5
359,181670112004000,7236,1291,554,175,64,240,554,3125,320,3640,175,554,379,18,167,011200,4
360,080659617001122,20939,1039,368,304,30,310,368,475,69,699,304,368,64,08,065,961700,1
361,200179606001040,34628,579,244,240,44,103,244,427,66,435,240,244,4,20,017,960600,1
362,080439782003007,23572,446,228,166,10,95,228,318,42,326,166,228,62,08,043,978200,3
363,290210028005058,26599,1267,474,399,25,367,474,753,111,828,399,474,75,29,021,002800,5
364,291474702003294,23431,1440,557,478,119,298,557,892,60,960,478,557,79,29,147,470200,3
365,290950147021020,38292,1002,401,347,65,181,401,697,89,711,347,401,54,29,095,014702,1
366,390610216022003,15333,922,326,164,21,202,326,434,62,549,164,326,162,39,061,021602,2
367,291892151021010,42835,2277,1180,522,139,273,1180,1492,190,1754,522,1180,658,29,189,215102,1
368,480396604001013,33168,3623,1571,787,69,942,1571,1993,208,2287,787,1571,784,48,039,660400,1
369,390351834021010,23636,1597,651,400,130,300,651,1020,110,1059,400,651,251,39,035,183402,1
370,295101181002021,16523,614,353,91,36,85,353,397,24,441,91,353,262,29,510,118100,2
371,292179504003030,14599,1036,512,250,61,188,512,629,55,733,250,512,262,29,217,950400,3
372,080050852001012,47526,1134,389,339,90,262,389,796,104,811,339,389,50,08,005,085200,1
373,170310622002017,82639,1101,593,352,8,81,593,442,45,835,352,593,241,17,031,062200,2
374,201799526001166,28165,676,263,240,46,191,263,435,87,435,240,263,23,20,179,952600,1
375,482013433012014,25361,1354,456,456,45,382,456,757,148,841,456,456,0,48,201,343301,2
376,271431703001096,28188,1117,450,405,64,208,450,764,70,808,405,450,45,27,143,170300,1
