,fips,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income,state,county,tract,blockgroup
37,290950116001008,17535,750,408,100,60,183,408,417,13,467,100,408,308,29,095,011600,1
38,200910523042015,28705,1384,627,516,88,247,627,1085,95,1195,516,627,111,20,091,052304,2
39,200910538032009,70692,1565,543,521,74,442,543,1007,146,1025,521,543,22,20,091,053803,2
40,200910516003018,52364,2277,901,901,157,634,901,1539,126,1539,901,901,0,20,091,051600,3
41,200910530023000,39601,1427,829,472,26,178,829,923,120,1117,472,829,357,20,091,053002,3
42,290950137041017,31765,1509,646,542,100,271,646,1091,154,1132,542,646,104,29,095,013704,1
43,200910537112032,28813,592,279,99,12,162,279,514,143,538,99,279,180,20,091,053711,2
44,200910530091019,61142,2297,763,739,213,579,763,1500,224,1542,739,763,24,20,091,053009,1
45,401430050022004,54681,1194,528,296,81,223,528,899,167,1010,296,528,232,40,143,005002,2
46,551390028001017,24953,1889,833,645,71,339,833,1181,155,1366,645,833,188,55,139,002800,1
47,200910537011044,21429,1668,571,465,103,433,571,823,100,1021,465,571,106,20,091,053701,1
48,201211006013087,26470,2474,1015,683,228,615,1015,1637,282,1839,683,1015,332,20,121,100601,3
49,200910526033009,31591,2962,918,896,174,1042,918,1666,180,1727,896,918,22,20,091,052603,3
50,290950133132007,25259,1725,620,546,57,449,620,1080,165,1150,546,620,74,29,095,013313,2
51,201211002002006,33587,1928,699,646,70,348,699,1409,140,1450,646,699,53,20,121,100200,2
52,200910526011028,36935,1498,596,571,44,352,596,991,74,1080,571,596,25,20,091,052601,1
53,290950125023009,22858,1589,692,562,65,399,692,990,186,1081,562,692,130,29,095,012502,3
54,200599541002050,21588,1021,378,312,121,284,378,593,58,624,312,378,66,20,059,954100,2
55,290950128042028,27982,1995,760,682,56,450,760,1197,172,1404,682,760,78,29,095,012804,2
56,290950141083008,22608,1384,609,458,62,262,609,763,92,905,458,609,151,29,095,014108,3
57,200150203001083,32936,2107,1049,911,115,378,1049,1482,312,1566,911,1049,138,20,015,020300,1
58,200039537001330,20788,1264,415,331,73,461,415,577,64,694,331,415,84,20,003,953700,1
59,201110003002017,19596,812,323,252,32,199,323,412,81,551,252,323,71,20,111,000300,2
60,200910510003006,48974,789,388,368,30,90,388,548,94,637,368,388,20,20,091,051000,3
61,201770019001016,52318,850,458,439,21,129,458,601,65,670,439,458,19,20,177,001900,1
62,201110008003370,27218,1452,623,491,35,215,623,1032,129,1119,491,623,132,20,111,000800,3
63,290950097001000,13884,804,357,22,22,301,357,368,72,431,22,357,335,29,095,009700,1
