zip,latitude,longitude,fips,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income
63120,38.691901,-90.25992,295101269003025,7685,1322,393,335,435,408,393,471,24,545,335,393,58
38127,35.223796,-90.00646,471570101102003,12719,1879,609,203,112,497,609,806,91,924,203,609,406
76049,32.440376,-97.72002,482211602071000,24826,1205,506,444,154,164,506,860,190,877,444,506,62
96813,21.313033,-157.85615,150030042001003,37716,1315,811,384,0,31,811,896,186,1157,384,811,427
92407,34.198189,-117.35826000000002,060710045031025,34935,1828,529,498,138,414,529,998,106,1173,498,529,31
60513,41.822681,-87.84753,170318188002016,25737,995,330,237,95,253,330,649,39,660,237,330,93
67219,37.765919,-97.31997,201730081002120,22775,1869,749,665,61,401,749,1217,138,1305,665,749,84
47401,39.131576,-86.49743000000002,181050010023008,38011,1230,531,307,31,359,531,635,47,700,307,531,224
65334,38.825456,-93.25182,291594801003141,20144,864,339,289,67,138,339,484,63,619,289,339,50
62220,38.50046,-89.97654,171635033043000,22741,1851,649,574,81,506,649,893,269,1095,574,649,75
60629,41.777482,-87.71155,170316605004006,18811,1060,296,171,118,290,296,565,45,597,171,296,125
60194,42.037108,-88.10719,170318047163012,37477,1161,467,240,79,154,467,812,16,855,240,467,227
64759,37.50732100000001,-94.2761,290119603004036,21786,873,319,252,15,328,319,497,53,524,252,319,67
86426,35.013495,-114.58523999999998,040159520041065,19315,3775,1615,1171,66,585,1615,2941,509,3066,1171,1615,444
72701,36.040467,-94.13376,051430111023024,14512,1059,446,138,41,242,446,469,97,555,138,446,308
65616,36.64417,-93.25668,292134801061139,24286,1762,791,414,0,199,791,1126,160,1396,414,791,377
38751,33.45139,-90.65824,281339504021021,5879,1286,402,223,34,270,402,541,40,609,223,402,179
48125,42.277388,-83.25986999999998,261635727004014,28532,1364,560,533,101,202,560,893,95,1009,533,560,27
30318,33.786805,-84.43700000000003,131210087004015,23167,1027,567,111,64,181,567,644,0,699,111,567,456
64658,39.668998,-92.92916,290414701001424,18181,1116,403,379,21,195,403,884,123,929,379,403,24
3034,43.048372,-71.3078,330150500002051,39599,2698,1067,1015,119,511,1067,1911,248,2039,1015,1067,52
7008,40.582504,-74.22997,340230037003017,26669,999,399,293,0,188,399,563,89,654,293,399,106
66761,37.900385,-95.56255,202070966001423,24963,1707,823,617,86,212,823,1240,291,1297,617,823,206
64085,39.311978,-93.96947,291770801003161,24375,1224,407,324,47,340,407,695,47,777,324,407,83
63367,38.796601,-90.78525,291833119031006,34099,1917,925,551,93,267,925,1349,317,1530,551,925,374
95842,38.687718,-121.349,060670074161010,19265,1888,761,570,91,479,761,1228,156,1339,570,761,191
66846,38.649811,-96.49331,201279637003072,18470,723,330,246,50,107,330,445,70,496,246,330,84
32068,30.074926,-81.87931999999998,120190301031024,25091,1980,658,624,143,230,658,1396,392,1445,624,658,34
64640,39.912973,-93.96536,290614702003047,16743,1427,490,306,61,480,490,745,117,864,306,490,184
65614,36.734544,-92.89942,292134804021042,17685,911,400,364,24,180,400,635,92,678,364,400,36
58703,48.277024,-101.31942,381010103011009,25892,1146,461,283,41,279,461,594,144,733,283,461,178
64733,38.581879,-93.82496,291019609002175,22237,1418,530,433,69,428,530,838,157,920,433,530,97
55812,46.809438,-92.07319,271370011001015,38718,1363,479,342,105,274,479,723,87,851,342,479,137
56093,44.067673,-93.5103,271617905001049,23763,2006,854,758,106,452,854,1258,165,1376,758,854,96
55410,44.911564,-93.31947,270531112002000,49558,648,304,224,8,120,304,469,13,500,224,304,80
66842,38.018802,-96.66349,200150201001267,25604,1225,522,361,77,274,522,717,107,780,361,522,161
43123,39.88628,-83.07989,390490097111015,22410,1273,493,375,48,248,493,753,177,809,375,493,118
45211,39.154159,-84.60526999999998,390610101003010,22875,1135,580,301,16,231,580,793,75,871,301,580,279
75231,32.874317,-96.74764,481130078213000,11921,1162,415,14,50,337,415,413,0,596,14,415,401
28762,35.625414,-82.18229000000002,371119707001097,15660,1344,640,413,79,168,640,904,163,951,413,640,227
66508,39.852696,-96.63963,201170605102033,19460,1805,807,579,78,438,807,1129,156,1184,579,807,228
44114,41.50988,-81.6753,390351078022008,31192,2126,1570,0,58,68,1570,987,201,1562,0,1570,1570
65729,36.525433,-92.59234,291534701003216,17984,1010,361,286,64,159,361,707,105,722,286,361,75
38024,36.038042,-89.38613000000002,470459642004010,18711,916,384,209,108,203,384,482,61,593,209,384,175
64625,39.757364,-93.80512,290259501002097,20767,530,232,166,31,113,232,361,60,378,166,232,66
30606,33.945619,-83.41731999999998,130590012001001,29054,1678,928,269,29,239,928,1037,77,1145,269,928,659
55901,44.048931,-92.49459,271090014013005,34115,987,562,131,28,298,562,614,103,678,131,562,431
55404,44.963365,-93.26179,270530059021010,14800,1088,465,65,25,270,465,520,59,701,65,465,400
85206,33.400306,-111.72452,040134226071014,22742,1588,908,621,20,98,908,2133,332,2149,621,908,287
10468,40.867107,-73.89916,360050265001002,10571,1649,538,41,123,369,538,917,0,936,41,538,497
92410,34.106965,-117.2975,060710057011015,8174,1042,630,9,36,168,630,755,59,801,9,630,621
87107,35.134094,-106.64073,350010032011020,23859,1437,705,431,17,206,705,1080,205,1135,431,705,274
65583,37.820367,-92.19165,291694704003014,21681,2061,757,366,185,541,757,1018,358,1206,366,757,391
79922,31.789109000000003,-106.54291,350130017052008,8287,1924,508,369,141,402,508,935,59,1070,369,508,139
34201,27.400627000000004,-82.47104,120810008102032,67362,3137,1523,1171,73,311,1523,2575,578,2681,1171,1523,352
27560,35.84636300000001,-78.83866,371830536081043,28796,2035,718,445,96,675,718,1004,69,1159,445,718,273
64601,39.790132,-93.54803,291174805001063,11055,1648,731,254,88,516,731,835,198,974,254,731,477
67846,37.976008,-100.82503,200559605011031,29337,939,361,278,18,183,361,598,91,708,278,361,83
46226,39.83729,-86.05378,180973309001010,13135,1760,675,166,87,506,675,654,85,859,166,675,509
64161,39.164953,-94.4669,290470222002037,24339,728,337,290,8,105,337,506,101,576,290,337,47
48204,42.365337,-83.14254,261635345001008,9754,555,157,115,0,118,157,308,67,373,115,157,42
48229,42.250505,-83.14829,261635796004020,17809,1264,535,312,89,271,535,731,36,805,312,535,223
23225,37.51918,-77.49851,517600711001028,39298,1113,606,455,29,101,606,856,87,966,455,606,151
98531,46.728383,-122.95142,530419704002030,20562,837,462,179,45,99,462,545,46,644,179,462,283
74063,36.139385,-96.16523,401430094011015,25527,914,381,347,128,102,381,623,101,698,347,381,34
80210,39.679437,-104.96473,080310030032008,5832,646,413,51,890,0,413,89,9,211,51,413,362
50125,41.354068,-93.57506,191810209001010,22368,2635,1163,547,69,632,1163,1373,227,1603,547,1163,616
89103,36.113211,-115.21849,320030029642001,21434,1422,675,183,16,166,675,1008,148,1159,183,675,492
75081,32.948974,-96.70916,481130190392002,22848,743,330,165,26,135,330,471,11,500,165,330,165
54022,44.854636,-92.61729,550939603001033,34658,1438,528,466,76,287,528,975,135,1059,466,528,62
64770,38.277754,-93.98973,290839504002072,18428,863,376,279,35,184,376,551,100,594,279,376,97
78753,30.374654,-97.67621,484530018332001,19581,1408,602,327,114,222,602,786,99,955,327,602,275
50112,41.736434,-92.72123,191573704003017,21315,628,306,227,6,201,306,367,50,421,227,306,79
66835,38.51377100000001,-96.25853,201110007001097,19455,1725,605,484,115,512,605,995,102,1053,484,605,121
64439,39.527667,-94.76577,291650306004011,26710,1025,440,369,35,214,440,697,97,744,369,440,71
66621,39.042939,-95.769657,201770036072040,39341,1427,643,336,87,260,643,905,96,1013,336,643,307
61554,40.567088,-89.63382,171790210001009,22371,666,324,261,28,84,324,453,110,501,261,324,63
66014,38.22643400000001,-94.98779,201079551005111,22289,1240,559,543,22,295,559,816,160,836,543,559,16
73129,35.43136099999999,-97.49267,401091053004014,15973,303,130,108,0,88,130,191,31,203,108,130,22
61878,40.243692,-88.17296,170190104002063,23799,1176,493,306,49,211,493,753,96,831,306,493,187
72764,36.182407,-94.1082,051430103024001,12465,3053,841,342,89,822,841,1079,61,1737,342,841,499
50144,40.736802,-93.74273,190539603002024,13816,905,398,208,52,214,398,692,74,704,208,398,190
33616,27.869251,-82.52226,120570072001009,15584,1155,477,260,56,138,477,753,120,828,260,477,217
98092,47.297285,-122.16328,530330312043022,31548,2085,709,548,374,334,709,1222,192,1373,548,709,161
75238,32.873926000000004,-96.70922,481130130041010,49588,1134,456,456,34,263,456,764,74,837,456,456,0
65704,37.128682,-92.5821,292294903004000,17331,741,320,213,30,165,320,435,99,457,213,320,107
38119,35.082936,-89.84891999999998,471570213202023,59430,2255,904,662,290,476,904,1421,152,1520,662,904,242
63437,39.742551,-92.24825,292054503002084,17373,943,458,283,57,240,458,595,109,622,283,458,175
10472,40.830409,-73.86845,360050068001000,19133,1393,412,45,37,240,412,783,20,846,45,412,367
80220,39.734387,-104.91678,080310043044031,35458,1346,759,495,19,239,759,920,120,1057,495,759,264
90304,33.936163,-118.36076,060376016002000,11548,1501,388,153,110,385,388,768,0,889,153,388,235
67665,38.866551,-98.8672,201679738006041,19063,1024,515,363,29,220,515,628,62,705,363,515,152
73139,35.388461,-97.52713,401091072072013,21643,816,341,148,104,184,341,364,31,412,148,341,193
28510,35.000658,-76.81296999999998,371379502013007,19849,790,340,271,53,73,340,598,134,600,271,340,69
72738,36.155775,-93.88706,050879601003049,18358,921,316,276,66,86,316,656,79,656,276,316,40
97378,45.089532,-123.40787,410710305024013,21562,1023,378,212,54,245,378,550,64,623,212,378,166
38115,35.057311,-89.86291,471570217212002,12340,961,361,0,78,311,361,359,0,546,0,361,361
30093,33.909952000000004,-84.1794,131350504213019,14771,2982,818,598,130,950,818,1395,120,1676,598,818,220
62215,38.517125,-89.60258,170279006021092,34797,1429,524,493,33,389,524,910,99,947,493,524,31
80521,40.586282,-105.10493999999998,080690004022027,35045,1222,562,303,89,186,562,638,184,705,303,562,259
80209,39.706535,-104.96698,080310034021001,95568,1185,525,481,26,246,525,850,56,868,481,525,44
46202,39.782842,-86.15673000000002,180973533001044,18033,572,356,0,56,66,356,410,64,444,0,356,356
23434,36.735893,-76.59656,518000652002001,51749,1004,457,378,17,166,457,888,159,888,378,457,79
34465,28.932403000000004,-82.47641,120174503043294,28508,4695,2014,1853,179,707,2014,4388,918,4427,1853,2014,161
52342,42.02524,-92.57177,191712904002000,18990,879,394,251,26,238,394,503,82,597,251,394,143
66531,39.30301400000001,-96.84635,201610013022037,22789,1657,621,490,64,404,621,1011,134,1149,490,621,131
63670,37.91259,-90.15155,291869603001077,21413,1341,554,489,42,246,554,876,100,958,489,554,65
7631,40.893343,-73.9758,340030154002003,37351,1598,677,58,150,218,677,863,72,1087,58,677,619
23518,36.916497,-76.21795999999998,517100066032031,20150,955,339,275,19,103,339,551,245,652,275,339,64
94540,37.680181,-121.921498,060014506024000,46080,651,229,205,31,63,229,519,96,519,205,229,24
92102,32.714991999999995,-117.12537,060730041004018,20417,1858,760,173,71,370,760,831,125,1194,173,760,587
60622,41.900332,-87.66927,170312421001011,48617,754,386,218,0,26,386,399,22,626,218,386,168
60014,42.226623,-88.33066,171118712022000,26513,2034,881,487,87,535,881,1032,80,1225,487,881,394
74114,36.126894,-95.94657,401430042001017,44786,639,372,339,8,59,372,476,89,557,339,372,33
45246,39.288558,-84.47383,390610223013028,18829,1370,451,315,168,200,451,701,130,758,315,451,136
31626,30.782963,-83.78882,132759611003016,21742,879,406,256,59,185,406,637,88,648,256,406,150
59105,45.836121,-108.46819,301110007013025,20425,1190,500,338,62,211,500,781,133,835,338,500,162
30331,33.715558,-84.52728,131210078021005,25232,3537,1458,665,52,937,1458,1967,279,2134,665,1458,793
76123,32.623807,-97.37548,484391110111007,24063,3650,1093,953,389,1163,1093,1902,324,2072,953,1093,140
10452,40.838745,-73.92234,360050211004002,9502,1169,407,0,176,294,407,532,0,590,0,407,407
66404,39.891751,-96.17343,201314802001035,19413,1085,399,341,71,300,399,596,66,637,341,399,58
50315,41.545089,-93.61904,191530045013006,21834,1266,468,354,9,329,468,747,75,848,354,468,114
92234,33.807761,-116.46473,060650449152003,11730,2732,915,205,217,729,915,1273,75,1450,205,915,710
90305,33.960263,-118.3252,060376008013014,32489,520,217,148,0,56,217,400,65,400,148,217,69
74030,35.98742100000001,-96.58776,400370208002123,20927,1284,558,355,13,250,558,897,170,930,355,558,203
65734,36.795164,-93.94164,290099602005066,13451,2035,715,465,100,646,715,1011,93,1130,465,715,250
91402,34.223753,-118.44322,060371199004005,24386,455,145,97,26,109,145,263,24,307,97,145,48
77511,29.41148,-95.24475,480396614004000,20387,745,309,172,73,172,309,431,100,464,172,309,137
67013,37.390809,-97.29152,201919621004035,28309,661,257,181,24,123,257,410,68,449,181,257,76
44118,41.499202,-81.55434,390351871032009,22864,1134,425,306,86,257,425,672,65,720,306,425,119
32822,28.494931,-81.28949,120950135111000,14037,2936,1004,682,293,621,1004,1781,157,1870,682,1004,322
73114,35.568806,-97.52544,401091063022005,12248,706,270,54,58,187,270,416,12,455,54,270,216
76051,32.93195,-97.08498,484391137052012,22611,1429,472,196,79,230,472,638,149,777,196,472,276
79424,33.513337,-101.93239,483030104034014,32194,1743,692,567,78,320,692,1068,156,1293,567,692,125
19132,39.995412,-75.16977,421010168005001,10847,1092,272,211,79,62,272,555,21,581,211,272,61
95834,38.642805,-121.50466000000002,060670070191046,14500,653,312,0,31,87,312,366,78,465,0,312,312
63123,38.549452,-90.32525,291892200022004,25207,1388,794,224,51,216,794,808,96,916,224,794,570
67230,37.683392,-97.1706,201730100012047,50292,2455,734,707,159,796,734,1408,130,1468,707,734,27
60660,41.990631,-87.6667,170310305002000,24782,1986,828,302,40,453,828,1256,63,1579,302,828,526
81067,38.042083,-103.72231,080899682003055,12897,928,462,280,36,185,462,620,87,682,280,462,182
31206,32.799040000000005,-83.67215999999998,130210126004006,9451,2051,529,346,160,264,529,885,8,997,346,529,183
63130,38.663951,-90.32348,291892159005011,24006,934,397,303,48,129,397,684,34,762,303,397,94
61032,42.300918,-89.63208,171770008001015,24430,864,428,285,47,120,428,664,118,705,285,428,143
73107,35.484558,-97.57336,401091022002001,21245,673,278,235,0,78,278,493,73,557,235,278,43
32724,29.039757,-81.27927,121270903041046,23705,1761,655,492,20,338,655,1077,276,1319,492,655,163
64471,40.264749,-94.19587,290819502002114,18598,619,252,183,38,160,252,358,70,378,183,252,69
65332,38.61917,-93.41123,291594803002073,20010,1042,395,337,45,231,395,623,132,724,337,395,58
60463,41.663548,-87.79148,170318236042009,32745,794,298,287,36,146,298,517,90,549,287,298,11
31520,31.166786,-81.49213,131270005011004,7120,723,265,97,2,184,265,321,64,392,97,265,168
95351,37.626067,-120.99955,060990022003008,9960,688,172,50,52,199,172,267,9,353,50,172,122
36856,32.282084999999995,-84.98389,011130309021021,19580,2224,776,639,108,574,776,1149,396,1423,639,776,137
33020,26.016984,-80.14925,120110903012004,12434,3153,824,203,20,246,824,2243,220,2485,203,824,621
55445,45.112742,-93.3789,270530268121014,34448,1902,723,668,87,523,723,1183,89,1288,668,723,55
62226,38.53895,-90.00104,171635033011003,23858,1195,581,398,43,192,581,738,81,853,398,581,183
67220,37.745561,-97.27841,201730108021049,28453,1875,887,368,135,415,887,859,73,1135,368,887,519
79084,36.28116,-102.02187,484219502001853,24647,1474,454,349,64,405,454,935,168,993,349,454,105
75034,33.143792,-96.83938,480850304081087,37561,179,129,23,0,20,129,82,0,142,23,129,106
7424,40.886628,-74.21405,340312641025014,45526,755,372,264,40,71,372,608,111,625,264,372,108
77380,30.143485,-95.46821,483396916012005,80838,1498,655,466,47,199,655,1044,182,1243,466,655,189
81631,39.622314,-106.7751,080370004033173,28783,3755,1383,787,177,976,1383,2087,214,2532,787,1383,596
67439,38.744056,-98.22729,200530867004008,13320,764,309,246,91,176,309,803,114,979,246,309,63
85007,33.449995,-112.09024,040131143011029,7267,1718,179,54,49,223,179,1211,154,1392,54,179,125
32908,27.958982,-80.68590999999998,120090713321128,18173,6476,1962,1565,470,1763,1962,3430,548,3939,1565,1962,397
94062,37.444879,-122.26253,060816133001006,86465,1753,524,510,156,518,524,1153,80,1194,510,524,14
72830,35.490105,-93.4851,050719519002019,21544,1333,581,478,73,223,581,841,86,879,478,581,103
30188,34.108027,-84.4843,130570909041003,25348,1923,763,639,64,526,763,1188,136,1300,639,763,124
28713,35.395491,-83.47397,371739603021222,26417,2086,959,809,164,280,959,1516,330,1645,809,959,150
8822,40.515645,-74.85319,340190113012049,37946,2040,745,604,80,470,745,1495,187,1724,604,745,141
94541,37.674431,-122.08883,060014354002013,19785,1107,467,92,10,296,467,600,53,674,92,467,375
81005,38.235865,-104.66972,081010028071006,22367,701,278,181,0,231,278,361,30,447,181,278,97
10551,41.119008,-73.732996,361190123033050,58449,1739,495,478,53,381,495,1069,89,1279,478,495,17
10455,40.815559,-73.90771,360050073001001,15236,920,367,25,29,160,367,513,44,624,25,367,342
75006,32.960374,-96.89163,481130137182004,18579,1094,335,139,74,270,335,554,59,653,139,335,196
63456,39.645523,-91.72967,291379601001099,17345,1240,520,298,134,311,520,659,106,739,298,520,222
32809,28.463482,-81.38814,120950142002005,18989,1548,561,447,76,172,561,1061,149,1129,447,561,114
66066,39.214825,-95.32501,200870203001149,21251,1788,732,604,52,420,732,1055,173,1212,604,732,128
90043,33.987463,-118.334,060372347004003,21168,418,224,61,9,61,224,293,39,303,61,224,163
68028,41.118694,-96.25535,311530107011045,30099,1551,538,518,89,405,538,944,112,1032,518,538,20
60630,41.971044,-87.75869,170311105022008,23757,1883,650,485,114,401,650,1332,74,1379,485,650,165
66070,39.20183400000001,-95.44963,200870201022132,21764,1605,651,558,72,422,651,1048,142,1091,558,651,93
37421,35.028574,-85.15939,470650114462021,23529,1814,819,446,113,193,819,1227,241,1379,446,819,373
10462,40.842173,-73.85862,360050238001001,,7,7,7,0,0,7,7,7,7,7,7,0
44128,41.441153,-81.55179,390351881041005,23015,1751,833,331,149,314,833,1327,109,1424,331,833,502
28208,35.235791,-80.89295,371190040001005,17090,988,479,239,8,137,479,720,67,756,239,479,240
85048,33.302098,-112.02477,040131167142005,46572,1972,733,594,85,548,733,1226,81,1283,594,733,139
75227,32.77003,-96.69,481130085004006,9752,687,194,95,88,266,194,629,60,664,95,194,99
64020,38.97688,-93.5895,291070905004025,19481,966,426,298,33,242,426,633,99,673,298,426,128
64149,38.872285,-94.46712,290950135042028,32460,1410,579,360,30,367,579,799,158,979,360,579,219
55416,44.946664,-93.34215,270530228021012,29126,1678,1170,110,0,125,1170,907,48,1321,110,1170,1060
66151,39.914389,-95.734523,200134806001108,24815,967,418,372,28,204,418,652,94,720,372,418,46
76092,32.94667800000001,-97.14523,484391139071012,56787,1577,510,467,71,565,510,946,33,962,467,510,43
30058,33.750257,-84.0964,130890233151005,20535,3222,990,919,326,1132,990,1552,186,1737,919,990,71
63112,38.661351,-90.28434,295101055002004,23542,1334,578,263,50,204,578,777,146,891,263,578,315
77584,29.543654,-95.34036,480396607014013,30114,2518,828,754,292,940,828,1295,131,1386,754,828,74
48228,42.355437,-83.21722,261635460001008,13412,1227,369,166,39,432,369,487,52,597,166,369,203
56601,47.504496,-94.87105,270074506002004,22160,1078,472,262,64,175,472,537,77,619,262,472,210
85338,33.430921999999995,-112.38482,040130610241009,15165,2200,600,473,243,673,600,999,97,1100,473,600,127
10461,40.842917,-73.83819,360050284001015,8477,462,63,11,68,99,63,594,79,604,11,63,52
74133,36.04309,-95.88417,401430075241025,41290,2530,1075,845,149,569,1075,1457,183,1706,845,1075,230
73089,35.279882,-97.78458,400510009023103,20710,1854,673,448,119,465,673,1020,174,1151,448,673,225
60827,41.649717,-87.63292,170318215001012,12807,2303,711,284,178,674,711,1079,73,1214,284,711,427
67487,39.180886,-97.04513,200274581003159,22356,1242,480,350,106,264,480,770,220,803,350,480,130
55421,45.050434,-93.25007,270030513053013,23436,568,336,254,22,81,336,420,76,438,254,336,82
33101,25.779076,-80.19782,120860034003017,10377,1061,321,20,9,340,321,496,34,590,20,321,301
60640,41.973181,-87.6665,170310311003008,36791,1785,917,225,37,189,917,1205,79,1439,225,917,692
87124,35.290647,-106.71469,350430107211007,18565,2463,916,700,152,779,916,1143,241,1143,700,916,216
55303,45.247509,-93.418,270030502272000,29674,2818,945,890,121,796,945,1568,192,1796,890,945,55
66549,39.427973,-96.4027,201490004004009,24308,1001,448,368,45,190,448,759,91,827,368,448,80
76017,32.659277,-97.16435,484391115303007,38074,1571,609,577,99,339,609,1044,101,1084,577,609,32
66039,38.088951,-95.17473,200039537003250,22433,765,330,285,35,108,330,563,70,570,285,330,45
55746,47.413817,-92.94228,271370125001000,19004,1074,592,342,37,161,592,664,87,722,342,592,250
44126,41.441697,-81.85738,390351531061011,24002,1102,409,222,45,293,409,558,52,689,222,409,187
34476,29.08091,-82.21004,120830010062035,24831,4899,1754,1447,127,1112,1754,3181,432,3436,1447,1754,307
46234,39.797622,-86.32493000000002,180973401142014,31971,1264,508,508,102,240,508,810,110,926,508,508,0
48197,42.223482,-83.63316,261614134031005,46196,755,315,295,0,125,315,604,73,604,295,315,20
74601,36.707393,-97.10167,400710005001007,22196,876,320,309,14,244,320,555,116,607,309,320,11
65046,38.77066,-92.48206,291353851001101,22582,1267,503,411,47,336,503,723,117,839,411,503,92
78148,29.550223,-98.29936,480291216013000,14379,1480,514,138,227,285,514,730,161,832,138,514,376
65254,39.235444,-92.84612,290414703002246,20968,498,184,174,12,122,184,298,52,298,174,184,10
74020,36.260645,-96.39586,401179572002004,24571,2013,672,642,117,274,672,1408,292,1456,642,672,30
76853,31.238292,-98.40241,482819501002086,25581,810,371,316,14,163,371,610,138,622,316,371,55
65105,38.530921,-92.249342,290510204003005,32327,1612,686,541,80,341,686,1028,183,1139,541,686,145
68510,40.807106,-96.65634,311090014004001,23725,961,529,212,48,205,529,774,144,789,212,529,317
62704,39.7778,-89.67981999999998,171670021001024,63627,1069,424,416,72,243,424,778,104,778,416,424,8
44902,40.759156,-82.51118000000002,391390031001135,13200,1204,550,164,62,81,550,1040,207,1095,164,550,386
44136,41.312752,-81.83197,390351862011012,33630,1937,910,628,123,176,910,1336,172,1480,628,910,282
72404,35.781707,-90.74506,050310008011069,37872,4127,1428,1286,122,1257,1428,2287,278,2658,1286,1428,142
92104,32.742892,-117.12774,060730015003008,49674,934,430,238,14,117,430,724,63,788,238,430,192
65652,37.145969,-92.94888,292254704022095,14976,1063,439,320,32,280,439,1058,144,1168,320,439,119
80817,38.674013,-104.69627,080410045111040,21660,2210,842,512,173,603,842,1052,173,1272,512,842,330
66866,38.17511500000001,-97.1049,201154898001139,18846,1178,442,402,30,339,442,974,128,1015,402,442,40
30349,33.61541,-84.49033,131210105112003,18774,3313,1043,870,215,777,1043,1520,238,1876,870,1043,173
80925,38.758252,-104.6555,080410046032035,18887,2967,854,724,234,1092,854,1308,444,1497,724,854,130
10469,40.868643,-73.84735,360050350001003,22381,903,307,146,61,268,307,499,0,539,146,307,161
92277,34.165696000000004,-116.03343,060710104091062,25054,2102,852,512,138,344,852,1206,393,1386,512,852,340
64628,39.792042,-93.04973,291154904002009,41574,585,210,140,55,146,210,408,50,408,140,210,70
66510,38.503219,-95.63079,201390103002088,22551,951,403,336,59,242,403,605,135,629,336,403,67
80920,38.952366,-104.76701,080410039064019,30545,2044,704,521,225,675,704,1028,264,1095,521,704,183
68106,41.242313,-95.99897,310550036003001,22483,642,331,210,0,86,331,332,50,404,210,331,121
73108,35.44712600000001,-97.55824,401091057001040,14991,330,160,25,74,80,160,176,34,176,25,160,135
72758,36.306616,-94.14622,050070204051000,52142,1019,371,304,76,203,371,609,89,651,304,371,67
80919,38.925451,-104.85255,080410037061007,40969,2162,820,637,170,522,820,1341,304,1392,637,820,183
24055,36.757893,-80.00161,510890111002010,21466,547,240,209,36,134,240,376,102,389,209,240,31
90044,33.953814,-118.29158,060372403004004,17290,569,140,66,67,81,140,338,0,369,66,140,74
76308,33.859798,-98.54064,484850121001021,20275,1293,545,379,76,205,545,689,87,818,379,545,166
64489,40.218842,-94.5455,290759602002021,17346,648,282,194,24,155,282,373,51,444,194,282,88
78203,29.414983000000007,-98.46239,480291302002010,10001,847,280,141,83,218,280,418,99,497,141,280,139
60636,41.776633,-87.66854000000002,170316712002009,10182,560,145,88,52,158,145,183,7,206,88,145,57
91745,34.000578000000004,-117.96943,060374085043004,20858,1219,307,255,47,398,307,634,33,694,255,307,52
60104,41.882924,-87.87642,170318170003026,21646,847,207,181,42,112,207,474,59,569,181,207,26
99502,61.153693,-149.95932,020200023012016,39164,1998,634,575,150,461,634,1317,186,1374,575,634,59
10310,40.63212,-74.11551,360850105004004,19131,1510,487,326,173,475,487,675,33,841,326,487,161
66402,38.91810200000001,-95.84417,201770036013008,26662,1470,539,412,105,370,539,837,125,945,412,539,127
94609,37.834926,-122.264,060014011004013,19513,773,425,40,52,58,425,456,38,558,40,425,385
63501,40.183335,-92.58341,290019505002001,17037,558,294,154,2,58,294,328,53,409,154,294,140
67205,37.738348,-97.42917,201730103001036,32152,5348,1693,1522,239,1926,1693,2855,383,3123,1522,1693,171
32778,28.799017,-81.73184,120690308033031,14364,381,219,219,93,0,219,772,242,987,219,219,0
30518,34.12115,-84.01804,131350501032016,14182,1656,589,362,79,413,589,1256,111,1402,362,589,227
91950,32.670903,-117.09272,060730117002005,8269,1895,473,129,25,807,473,761,7,936,129,473,344
85225,33.316349,-111.83064,040135229042018,21744,1639,565,395,139,375,565,779,51,931,395,565,170
78596,26.162609,-97.98512,482150226002022,13988,1286,393,273,232,187,393,762,33,861,273,393,120
77318,30.434486,-95.55009,483396942011023,13587,2120,654,281,193,793,654,927,199,1116,281,654,373
55056,45.509818,-92.97816,270251103021058,22943,3317,1056,969,270,984,1056,1599,327,1911,969,1056,87
80911,38.746807,-104.7232,080410043002009,25069,2456,848,695,82,416,848,1462,511,1683,695,848,153
63848,36.449337,-89.89562,291439605001169,15677,625,242,170,54,130,242,390,53,411,170,242,72
38553,36.209271,-85.00757,470499653001059,14416,1459,631,541,28,275,631,934,187,1039,541,631,90
