,arresting_agency,bail_type,bail_amt,re-entry,race,gender,city,state_x,zip,age,booking_days,treatment_days,mental_health,latitude,longitude,fips,blockgroup,county,state_y,tract,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income
7136,OVERLAND PARK P.D.,SUR,2500.0,1,W,F,Kansas City,KS,66101,50.0,1.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7137,SHAWNEE P.D.,PR,2500.0,0,B,F,Kansas City,KS,66101,37.0,33.0,733.0,1,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7138,SHAWNEE P.D.,PR,3000.0,1,W,F,Kansas City,KS,66101,39.0,8.0,378.0,1,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7139,OVERLAND PARK P.D.,SUR,2500.0,1,W,F,Kansas City,KS,66101,39.0,29.0,378.0,1,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7140,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,0,B,M,Kansas City,KS,66101,72.0,5.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7141,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,0.0,1,B,M,Kansas City,KS,66101,34.0,18.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7142,OVERLAND PARK P.D.,PR,7500.0,0,B,M,Kansas City,KS,66101,51.0,6.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7143,OVERLAND PARK P.D.,PR,7500.0,1,W,F,Kansas City,KS,66101,50.0,46.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7144,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Kansas City,KS,66101,44.0,0.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7145,MISSION P.D.,SUR,2500.0,1,B,M,Kansas City,KS,66101,57.0,140.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7146,OVERLAND PARK P.D.,SUR,1000.0,1,W,M,Kansas City,KS,66101,47.0,7.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7147,OLATHE P.D.,SUR,5000.0,1,W,M,Kansas City,KS,66101,63.0,0.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7148,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,20000.0,1,W,M,Kansas City,KS,66101,47.0,3.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7149,OVERLAND PARK P.D.,PR,2500.0,0,W,F,Kansas City,KS,66101,47.0,2.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7150,OLATHE P.D.,SUR,10000.0,0,W,F,Kansas City,KS,66101,28.0,0.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7151,OVERLAND PARK P.D.,SUR,2500.0,0,B,F,Kansas City,KS,66101,66.0,20.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7152,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,2500.0,0,W,M,Kansas City,KS,66101,45.0,3.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7153,OVERLAND PARK P.D.,SUR,1500.0,1,W,M,Kansas City,KS,66101,63.0,4.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7154,LEAWOOD P.D.,SUR,3500.0,1,B,M,Kansas City,KS,66101,57.0,8.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7155,LENEXA P.D.,SUR,1500.0,1,W,F,Kansas City,KS,66101,50.0,12.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7156,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,B,M,Kansas City,KS,66101,34.0,0.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7157,OVERLAND PARK P.D.,SUR,10000.0,1,W,M,Kansas City,KS,66101,36.0,2.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7158,LENEXA P.D.,SUR,5000.0,1,W,M,Kansas City,KS,66101,63.0,2.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7159,SHAWNEE P.D.,SUR,2500.0,0,B,M,Kansas City,KS,66101,37.0,19.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7160,OVERLAND PARK P.D.,SUR,10000.0,1,W,M,Kansas City,KS,66101,43.0,1.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7161,OVERLAND PARK P.D.,PR,3500.0,0,B,F,Kansas City,KS,66101,34.0,37.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7162,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,W,M,Kansas City,KS,66101,43.0,5.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7163,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,F,Kansas City,KS,66101,37.0,0.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7164,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,F,Kansas City,KS,66101,49.0,0.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7165,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,1,B,M,Kansas City,KS,66101,44.0,0.0,-1.0,0,39.118054,-94.62568,202090418001004,1,209,20,41800,11478,985,626,31,25,67,626,717,95,745,31,626,595
7166,OLATHE P.D.,SUR,3500.0,0,W,M,Kansas City,KS,66112,58.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7167,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,F,Kansas City,KS,66112,35.0,0.0,581.0,1,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7168,OLATHE P.D.,SUR,10000.0,1,B,F,Kansas City,KS,66112,57.0,4.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7169,SHAWNEE P.D.,SUR,7500.0,1,W,M,Kansas City,KS,66112,37.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7170,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,B,M,Kansas City,KS,66112,46.0,119.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7171,LENEXA P.D.,ORCD,2500.0,0,W,M,Kansas City,KS,66112,42.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7172,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Kansas City,KS,66112,44.0,26.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7173,LENEXA P.D.,SUR,10000.0,0,B,M,Kansas City,KS,66112,41.0,5.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7174,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Kansas City,KS,66112,36.0,112.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7175,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,7500.0,0,W,M,Kansas City,KS,66112,32.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7176,SHAWNEE P.D.,PR,2500.0,0,W,M,Kansas City,KS,66112,56.0,2.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7177,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,B,M,Kansas City,KS,66112,56.0,2.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7178,MISSION P.D.,SUR,1000.0,0,W,F,Kansas City,KS,66112,39.0,38.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7179,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,1,B,F,Kansas City,KS,66112,57.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7180,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,B,F,Kansas City,KS,66112,51.0,21.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7181,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,3500.0,1,B,M,Kansas City,KS,66112,56.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7182,JOHNSON COUNTY SHERIFF'S DEPARTMENT,ORCD,1000.0,1,B,M,Kansas City,KS,66112,27.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7183,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,15000.0,1,B,M,Kansas City,KS,66112,56.0,58.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7184,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,5000.0,0,W,F,Kansas City,KS,66112,32.0,27.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7185,OVERLAND PARK P.D.,PR,10000.0,0,B,M,Kansas City,KS,66112,49.0,9.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7186,SHAWNEE P.D.,SUR,3500.0,1,W,F,Kansas City,KS,66112,37.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7187,KANSAS HIGHWAY PATROL,SUR,1500.0,0,B,F,Kansas City,KS,66112,32.0,2.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7188,SHAWNEE P.D.,CA,1000.0,1,B,M,Kansas City,KS,66112,45.0,40.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7189,OVERLAND PARK P.D.,SUR,2500.0,0,W,M,Kansas City,KS,66112,53.0,61.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7190,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1500.0,1,W,F,Kansas City,KS,66112,37.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7191,MISSION P.D.,SUR,2500.0,1,W,M,Kansas City,KS,66112,36.0,122.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7192,SHAWNEE P.D.,SUR,1500.0,0,B,M,Kansas City,KS,66112,37.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7193,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,B,F,Kansas City,KS,66112,39.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7194,LENEXA P.D.,SUR,3500.0,0,B,M,Kansas City,KS,66112,60.0,5.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7195,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,W,F,Kansas City,KS,66112,37.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7196,SHAWNEE P.D.,SUR,10000.0,1,W,F,Kansas City,KS,66112,31.0,82.0,288.0,1,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7197,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,250.0,1,W,F,Kansas City,KS,66112,37.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7198,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Kansas City,KS,66112,41.0,176.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7199,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,7500.0,0,B,F,Kansas City,KS,66112,34.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7200,MISSION P.D.,SUR,3500.0,1,B,M,Kansas City,KS,66112,27.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7201,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,F,Kansas City,KS,66112,31.0,140.0,288.0,1,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7202,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Kansas City,KS,66112,45.0,1.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7203,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Kansas City,KS,66112,38.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7204,MISSION P.D.,SUR,2500.0,0,B,M,Kansas City,KS,66112,58.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7205,MERRIAM P.D.,SUR,3500.0,1,W,M,Kansas City,KS,66112,37.0,0.0,-1.0,0,39.117009,-94.76614000000001,202090441032043,2,209,20,44103,23116,1884,781,431,123,370,781,1331,121,1426,431,781,350
7206,LENEXA P.D.,SUR,2500.0,0,W,M,Bland,MO,65014,48.0,90.0,-1.0,0,38.314170000000004,-91.62432,290739605003024,3,73,29,960500,19850,1016,487,393,59,98,487,756,153,805,393,487,94
7207,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,B,M,Bland,MO,65014,47.0,344.0,-1.0,0,38.314170000000004,-91.62432,290739605003024,3,73,29,960500,19850,1016,487,393,59,98,487,756,153,805,393,487,94
7208,OLATHE P.D.,GPS,1000.0,0,W,M,Eudora,KS,66025,72.0,1.0,-1.0,0,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7209,OLATHE P.D.,SUR,2500.0,0,W,M,Eudora,KS,66025,30.0,7.0,-1.0,0,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7210,KANSAS HIGHWAY PATROL,CA,1000.0,0,W,M,Eudora,KS,66025,30.0,0.0,-1.0,0,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7211,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Eudora,KS,66025,62.0,9.0,0.0,1,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7212,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Eudora,KS,66025,62.0,9.0,413.0,1,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7213,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Eudora,KS,66025,62.0,9.0,2736.0,1,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7214,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1000.0,0,W,F,Eudora,KS,66025,47.0,0.0,-1.0,0,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7215,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Eudora,KS,66025,33.0,1.0,-1.0,0,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7216,LENEXA P.D.,PR,5000.0,1,W,M,Eudora,KS,66025,62.0,11.0,0.0,1,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7217,LENEXA P.D.,PR,5000.0,1,W,M,Eudora,KS,66025,62.0,11.0,413.0,1,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7218,LENEXA P.D.,PR,5000.0,1,W,M,Eudora,KS,66025,62.0,11.0,2736.0,1,38.917032,-95.06455,200450012022104,2,45,20,1202,28042,2951,1110,770,87,967,1110,1594,216,1896,770,1110,340
7219,OVERLAND PARK P.D.,SUR,5000.0,0,W,M,Lenexa,KS,66219,37.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7220,LENEXA P.D.,PR,750.0,0,W,M,Lenexa,KS,66219,61.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7221,LENEXA P.D.,SUR,1000.0,0,B,F,Lenexa,KS,66219,35.0,1.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7222,LENEXA P.D.,PR,1000.0,0,W,F,Lenexa,KS,66219,32.0,1.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7223,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,250.0,1,B,M,Lenexa,KS,66219,66.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7224,OLATHE P.D.,SUR,3500.0,1,W,M,Lenexa,KS,66219,49.0,22.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7225,LENEXA P.D.,SUR,5000.0,0,W,M,Lenexa,KS,66219,43.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7226,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Lenexa,KS,66219,54.0,15.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7227,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,1000.0,0,B,M,Lenexa,KS,66219,49.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7228,OLATHE P.D.,SUR,2500.0,0,B,M,Lenexa,KS,66219,38.0,1.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7229,LENEXA P.D.,PR,3500.0,0,B,M,Lenexa,KS,66219,66.0,1.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7230,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,B,M,Lenexa,KS,66219,66.0,1.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7231,OVERLAND PARK P.D.,SUR,3000.0,1,W,M,Lenexa,KS,66219,35.0,1.0,98.0,1,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7232,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Lenexa,KS,66219,38.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7233,OVERLAND PARK P.D.,SUR,1500.0,0,B,F,Lenexa,KS,66219,55.0,3.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7234,LENEXA P.D.,PR,1500.0,0,W,M,Lenexa,KS,66219,43.0,1.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7235,OVERLAND PARK P.D.,PR,2500.0,0,W,M,Lenexa,KS,66219,36.0,35.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7236,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Lenexa,KS,66219,68.0,3.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7237,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Lenexa,KS,66219,65.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7238,LENEXA P.D.,SUR,25000.0,1,W,M,Lenexa,KS,66219,37.0,7.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7239,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,W,M,Lenexa,KS,66219,37.0,6.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7240,LENEXA P.D.,PR,3500.0,0,W,M,Lenexa,KS,66219,33.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7241,MISSION P.D.,ORCD,2500.0,0,W,M,Lenexa,KS,66219,34.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7242,OVERLAND PARK P.D.,SUR,5000.0,1,W,M,Lenexa,KS,66219,68.0,2.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7243,OLATHE P.D.,PR,2500.0,0,W,F,Lenexa,KS,66219,59.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7244,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,0,B,M,Lenexa,KS,66219,58.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7245,LENEXA P.D.,SUR,2500.0,1,W,M,Lenexa,KS,66219,35.0,0.0,98.0,1,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7246,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Lenexa,KS,66219,33.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7247,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Lenexa,KS,66219,39.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7248,LENEXA P.D.,PR,2500.0,0,W,F,Lenexa,KS,66219,33.0,1.0,50.0,1,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7249,OVERLAND PARK P.D.,ORCD,2500.0,0,W,M,Lenexa,KS,66219,31.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7250,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Lenexa,KS,66219,39.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
7251,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,0,W,F,Lenexa,KS,66219,59.0,0.0,-1.0,0,38.963798,-94.77155,200910524152005,2,91,20,52415,30459,1434,745,74,8,333,745,701,96,906,74,745,671
